city,state,zone,latitude,longitude,date,CPCB_PM25,CPCB_PM10,CPCB_NO2_surface,CPCB_SO2,CPCB_CO_surface,CPCB_O3,CPCB_AQI
Pune,Maharashtra,West,18.5204,73.8567,2024-10-10,68.83,147.39,37.17,14.83,1.403,55.0,130
Pune,Maharashtra,West,18.5204,73.8567,2024-10-11,56.52,93.52,49.43,20.78,0.831,47.33,94
Pune,Maharashtra,West,18.5204,73.8567,2024-10-12,70.49,133.92,31.73,16.86,1.506,39.27,136
Pune,Maharashtra,West,18.5204,73.8567,2024-10-13,49.56,107.08,49.59,4.91,1.912,24.83,83
Pune,Maharashtra,West,18.5204,73.8567,2024-10-14,41.94,72.65,55.62,17.5,1.745,48.51,70
Pune,Maharashtra,West,18.5204,73.8567,2024-10-15,51.75,110.24,43.71,2.0,1.117,40.65,87
Pune,Maharashtra,West,18.5204,73.8567,2024-10-16,23.85,49.51,49.11,18.68,1.42,35.63,40
Pune,Maharashtra,West,18.5204,73.8567,2024-10-17,71.03,126.57,31.47,17.21,1.757,44.57,137
Pune,Maharashtra,West,18.5204,73.8567,2024-10-18,74.69,148.79,41.28,9.48,1.511,52.69,149
Pune,Maharashtra,West,18.5204,73.8567,2024-10-19,77.61,168.46,37.76,11.69,2.096,41.68,159
Pune,Maharashtra,West,18.5204,73.8567,2024-10-20,25.36,44.59,35.01,14.73,1.172,35.86,42
Pune,Maharashtra,West,18.5204,73.8567,2024-10-21,45.66,68.59,43.88,8.98,1.778,44.75,77
Pune,Maharashtra,West,18.5204,73.8567,2024-10-22,63.64,135.97,37.37,20.88,1.532,58.71,113
Pune,Maharashtra,West,18.5204,73.8567,2024-10-23,67.13,103.84,42.77,19.87,1.554,23.48,125
Pune,Maharashtra,West,18.5204,73.8567,2024-10-24,48.46,80.97,33.11,21.11,1.049,57.55,81
Pune,Maharashtra,West,18.5204,73.8567,2024-10-25,87.7,150.2,47.33,26.8,1.403,28.86,192
Pune,Maharashtra,West,18.5204,73.8567,2024-10-26,39.04,78.71,52.54,16.37,1.398,69.56,66
Pune,Maharashtra,West,18.5204,73.8567,2024-10-27,22.8,37.81,49.24,19.13,1.715,27.5,38
Pune,Maharashtra,West,18.5204,73.8567,2024-10-28,61.15,125.88,41.08,15.77,1.359,22.38,105
Pune,Maharashtra,West,18.5204,73.8567,2024-10-29,67.92,102.67,55.74,20.16,1.56,44.65,127
Pune,Maharashtra,West,18.5204,73.8567,2024-10-30,82.41,148.94,43.37,15.64,1.419,46.95,175
Pune,Maharashtra,West,18.5204,73.8567,2024-10-31,21.21,35.67,20.87,9.91,1.566,36.82,35
Pune,Maharashtra,West,18.5204,73.8567,2024-11-01,45.55,70.77,30.19,16.8,1.596,53.0,76
Pune,Maharashtra,West,18.5204,73.8567,2024-11-02,80.0,128.91,42.42,19.79,1.809,27.06,167
Pune,Maharashtra,West,18.5204,73.8567,2024-11-03,70.86,123.69,41.74,18.87,2.167,45.0,137
Pune,Maharashtra,West,18.5204,73.8567,2024-11-04,63.91,105.14,24.96,21.65,1.48,46.13,114
Pune,Maharashtra,West,18.5204,73.8567,2024-11-05,62.86,125.02,29.87,21.89,0.785,51.57,110
Pune,Maharashtra,West,18.5204,73.8567,2024-11-06,83.26,180.1,38.54,13.25,1.625,49.87,178
Pune,Maharashtra,West,18.5204,73.8567,2024-11-07,54.2,93.83,46.07,19.28,1.202,46.78,91
Pune,Maharashtra,West,18.5204,73.8567,2024-11-08,78.7,126.65,39.51,20.99,1.552,32.98,163
Pune,Maharashtra,West,18.5204,73.8567,2024-11-09,68.8,149.99,33.68,21.01,1.51,42.88,130
Pune,Maharashtra,West,18.5204,73.8567,2024-11-10,68.66,135.19,35.26,15.91,1.294,40.12,130
Pune,Maharashtra,West,18.5204,73.8567,2024-11-11,50.49,86.48,45.11,12.93,1.427,47.61,84
Pune,Maharashtra,West,18.5204,73.8567,2024-11-12,49.81,88.67,25.78,20.28,1.692,44.14,83
Pune,Maharashtra,West,18.5204,73.8567,2024-11-13,89.34,191.88,49.58,20.23,1.825,48.78,198
Pune,Maharashtra,West,18.5204,73.8567,2024-11-14,79.43,152.64,53.91,14.13,1.17,44.79,165
Pune,Maharashtra,West,18.5204,73.8567,2024-11-15,98.52,164.13,29.58,16.26,1.178,41.43,229
Pune,Maharashtra,West,18.5204,73.8567,2024-11-16,92.63,141.64,39.68,15.85,1.137,39.24,210
Pune,Maharashtra,West,18.5204,73.8567,2024-11-17,65.42,142.62,41.02,11.87,1.429,42.11,119
Pune,Maharashtra,West,18.5204,73.8567,2024-11-18,82.61,132.42,32.07,10.52,1.531,45.12,176
Pune,Maharashtra,West,18.5204,73.8567,2024-11-19,60.04,130.81,35.43,12.2,1.21,33.69,101
Pune,Maharashtra,West,18.5204,73.8567,2024-11-20,56.45,103.56,42.06,11.87,1.245,54.2,94
Pune,Maharashtra,West,18.5204,73.8567,2024-11-21,64.94,120.75,57.98,25.48,1.521,56.48,117
Pune,Maharashtra,West,18.5204,73.8567,2024-11-22,59.8,96.97,55.19,10.08,1.462,45.49,100
Pune,Maharashtra,West,18.5204,73.8567,2024-11-23,55.8,93.94,23.22,8.26,1.852,42.24,93
Pune,Maharashtra,West,18.5204,73.8567,2024-11-24,77.95,153.87,40.61,26.16,1.213,60.71,160
Pune,Maharashtra,West,18.5204,73.8567,2024-11-25,57.44,88.02,42.97,20.59,1.11,39.11,96
Pune,Maharashtra,West,18.5204,73.8567,2024-11-26,58.5,88.04,28.73,13.0,1.274,37.18,98
Pune,Maharashtra,West,18.5204,73.8567,2024-11-27,91.53,182.78,33.65,3.31,1.524,72.61,206
Pune,Maharashtra,West,18.5204,73.8567,2024-11-28,76.67,148.0,54.24,22.4,1.398,29.6,156
Pune,Maharashtra,West,18.5204,73.8567,2024-11-29,84.55,156.32,24.33,18.76,1.118,51.13,182
Pune,Maharashtra,West,18.5204,73.8567,2024-11-30,80.79,174.88,35.28,28.45,1.705,48.81,170
Pune,Maharashtra,West,18.5204,73.8567,2024-12-01,92.22,158.58,47.41,13.11,1.364,43.64,208
Pune,Maharashtra,West,18.5204,73.8567,2024-12-02,43.76,85.99,58.84,17.57,1.675,14.85,73
Pune,Maharashtra,West,18.5204,73.8567,2024-12-03,105.76,183.74,33.81,8.64,1.939,27.49,253
Pune,Maharashtra,West,18.5204,73.8567,2024-12-04,86.24,139.19,37.48,14.01,1.539,33.57,188
Pune,Maharashtra,West,18.5204,73.8567,2024-12-05,75.33,137.4,58.53,14.39,1.33,42.65,152
Pune,Maharashtra,West,18.5204,73.8567,2024-12-06,76.68,146.63,28.4,18.36,1.324,46.51,156
Pune,Maharashtra,West,18.5204,73.8567,2024-12-07,76.82,141.35,24.64,20.63,1.27,45.28,156
Pune,Maharashtra,West,18.5204,73.8567,2024-12-08,96.49,175.23,28.65,13.02,1.102,38.73,222
Pune,Maharashtra,West,18.5204,73.8567,2024-12-09,65.34,120.92,39.06,12.83,0.983,45.71,119
Pune,Maharashtra,West,18.5204,73.8567,2024-12-10,41.55,74.69,43.95,13.56,0.92,42.25,70
Pune,Maharashtra,West,18.5204,73.8567,2024-12-11,62.16,107.1,54.7,13.4,1.515,40.4,108
Pune,Maharashtra,West,18.5204,73.8567,2024-12-12,63.02,124.33,54.04,16.59,2.049,37.28,111
Pune,Maharashtra,West,18.5204,73.8567,2024-12-13,89.65,148.31,55.99,8.65,1.278,41.65,199
Pune,Maharashtra,West,18.5204,73.8567,2024-12-14,67.75,117.63,60.38,15.91,1.529,44.29,127
Pune,Maharashtra,West,18.5204,73.8567,2024-12-15,59.5,101.48,47.28,17.06,1.492,19.53,99
Pune,Maharashtra,West,18.5204,73.8567,2024-12-16,94.52,151.89,49.57,10.57,1.464,38.93,216
Pune,Maharashtra,West,18.5204,73.8567,2024-12-17,60.44,108.47,34.37,25.95,1.229,40.13,102
Pune,Maharashtra,West,18.5204,73.8567,2024-12-18,57.01,91.97,27.56,16.36,1.946,49.94,95
Pune,Maharashtra,West,18.5204,73.8567,2024-12-19,67.2,132.7,45.45,18.72,1.934,42.9,125
Pune,Maharashtra,West,18.5204,73.8567,2024-12-20,88.64,177.31,55.82,19.23,1.23,27.02,196
Pune,Maharashtra,West,18.5204,73.8567,2024-12-21,74.18,117.47,25.16,7.83,1.596,37.81,148
Pune,Maharashtra,West,18.5204,73.8567,2024-12-22,74.39,120.09,60.48,17.03,0.909,52.03,148
Pune,Maharashtra,West,18.5204,73.8567,2024-12-23,46.96,101.98,47.22,17.48,1.094,23.67,79
Pune,Maharashtra,West,18.5204,73.8567,2024-12-24,63.14,116.58,39.52,10.71,1.862,47.48,111
Pune,Maharashtra,West,18.5204,73.8567,2024-12-25,64.64,130.43,45.54,17.08,1.895,37.6,116
Pune,Maharashtra,West,18.5204,73.8567,2024-12-26,69.25,104.29,23.1,21.12,1.246,40.9,132
Pune,Maharashtra,West,18.5204,73.8567,2024-12-27,66.69,130.73,42.36,19.2,1.506,40.73,123
Pune,Maharashtra,West,18.5204,73.8567,2024-12-28,71.98,156.27,39.08,13.92,1.685,54.72,141
Pune,Maharashtra,West,18.5204,73.8567,2024-12-29,62.01,109.58,57.66,7.79,1.61,39.76,108
Pune,Maharashtra,West,18.5204,73.8567,2024-12-30,64.75,114.59,39.78,16.73,1.944,55.08,117
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-01,122.26,194.11,31.9,11.08,1.435,47.27,303
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-02,72.75,154.35,38.1,22.13,1.091,50.7,143
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-03,93.9,149.66,34.76,12.86,1.82,23.53,214
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-04,99.21,185.9,49.56,11.39,1.618,52.33,231
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-05,68.3,121.79,18.73,14.38,1.155,60.04,128
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-06,75.17,129.51,59.37,10.16,1.709,46.85,151
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-07,71.24,139.83,67.72,17.73,1.417,44.49,138
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-08,56.61,96.41,39.26,13.96,1.344,56.4,94
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-09,99.59,150.76,53.22,20.63,1.545,38.7,233
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-10,78.95,131.36,48.12,19.01,1.561,51.98,164
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-11,81.1,156.3,49.62,8.94,1.385,50.46,171
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-12,98.2,198.78,28.04,22.51,1.24,48.65,228
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-13,111.4,202.62,48.47,17.44,1.523,33.43,272
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-14,85.94,141.65,48.85,17.22,1.045,38.8,187
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-15,72.33,144.35,53.01,12.31,2.009,42.86,142
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-16,87.62,134.77,45.56,13.59,1.48,39.67,192
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-17,91.17,181.11,45.11,13.81,1.188,45.18,205
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-18,99.9,190.75,38.23,20.31,1.724,50.11,234
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-19,89.84,194.76,35.2,18.68,1.29,30.78,199
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-20,88.23,148.59,24.6,19.85,1.485,30.82,194
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-21,85.32,136.6,36.56,19.19,2.07,23.13,185
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-22,63.04,130.99,53.46,18.85,0.992,47.79,111
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-23,76.53,143.19,42.57,15.06,1.601,41.17,156
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-24,81.34,163.5,64.43,17.39,1.864,46.01,171
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-25,84.14,153.42,55.09,23.95,2.012,40.01,181
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-26,76.73,129.89,56.31,21.51,1.803,55.3,156
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-27,91.55,159.95,29.44,18.97,1.658,49.04,206
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-28,63.55,132.27,43.24,21.91,1.629,46.61,113
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-29,65.44,104.52,32.03,9.92,1.156,27.74,119
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-30,94.43,169.46,48.83,14.27,2.058,46.39,216
Nagpur,Maharashtra,West,21.1458,79.0882,2024-01-31,75.45,158.38,47.35,12.06,1.862,37.31,152
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-01,61.82,129.52,36.33,19.33,2.073,55.29,107
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-02,107.65,179.75,61.09,17.35,1.73,36.85,259
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-03,79.82,126.58,27.76,21.41,1.736,48.57,166
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-04,69.36,138.56,50.93,25.82,1.086,31.24,132
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-05,61.62,95.66,49.36,11.22,1.743,45.32,106
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-06,57.66,115.53,38.56,11.47,1.833,35.63,96
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-07,86.51,150.84,52.2,11.17,2.08,41.95,188
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-08,72.3,133.0,40.06,17.47,1.553,49.91,142
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-09,53.24,113.46,53.34,13.19,1.223,47.22,89
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-10,73.9,137.69,45.59,19.21,1.339,52.09,147
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-11,66.38,122.32,46.62,13.67,1.792,31.23,122
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-12,70.67,109.11,43.15,18.26,1.935,39.82,136
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-13,80.85,155.17,48.07,11.82,1.651,33.39,170
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-14,75.29,119.55,48.88,14.44,1.878,45.24,151
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-15,63.34,131.84,52.5,17.28,1.864,57.46,112
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-16,52.98,89.96,34.28,18.02,1.666,25.74,89
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-17,86.14,150.54,37.29,14.99,1.603,50.31,187
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-18,69.7,107.32,62.16,14.5,1.546,41.01,133
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-19,78.65,126.46,46.75,16.8,1.44,39.44,163
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-20,59.7,109.28,47.14,13.24,1.682,38.89,100
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-21,92.66,185.15,40.78,9.47,0.995,40.41,210
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-22,62.24,122.26,49.89,14.67,1.68,36.09,108
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-23,90.19,141.81,40.91,18.33,1.857,39.27,202
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-24,72.37,153.27,64.59,16.43,2.051,47.67,142
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-25,74.09,118.58,51.31,13.15,1.449,39.01,147
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-26,75.75,153.75,65.67,22.2,1.079,34.99,153
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-27,68.92,151.12,56.06,16.75,1.598,32.56,130
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-28,66.65,109.42,30.61,5.18,1.809,31.44,123
Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-29,61.95,121.54,43.58,14.24,1.686,24.93,107
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-01,65.88,133.57,40.75,18.09,1.269,59.49,120
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-02,49.18,102.4,30.95,19.99,1.767,39.38,82
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-03,79.81,127.49,61.72,11.01,1.212,35.5,166
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-04,60.65,111.94,56.5,16.58,1.739,49.01,103
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-05,61.91,118.42,51.09,15.76,2.169,46.45,107
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-06,60.37,128.63,37.94,23.45,1.556,41.08,102
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-07,41.1,64.42,75.47,18.25,1.998,33.55,69
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-08,40.39,71.94,61.79,11.58,1.715,39.76,68
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-09,77.47,165.95,46.77,13.67,1.794,31.25,159
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-10,51.34,93.43,23.67,18.15,1.475,52.33,86
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-11,74.15,119.58,50.03,13.49,1.706,46.43,148
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-12,83.62,155.52,20.82,21.11,1.579,36.36,179
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-13,71.66,135.6,32.24,9.69,1.866,58.7,139
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-14,54.98,97.53,64.07,16.24,1.771,38.46,92
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-15,55.03,111.04,36.12,16.99,1.658,51.23,92
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-16,75.14,161.99,71.05,17.59,1.406,35.27,151
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-17,72.0,130.46,65.09,12.26,1.801,33.33,141
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-18,66.6,122.96,45.31,12.37,1.537,55.83,123
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-19,44.48,77.89,40.83,15.85,1.868,69.92,75
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-20,69.04,118.24,46.83,6.91,1.477,43.66,131
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-21,43.09,64.94,34.34,16.87,1.263,35.96,72
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-22,52.42,79.83,36.73,10.73,1.814,51.99,88
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-23,33.23,69.43,43.07,10.85,1.947,44.55,56
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-24,57.99,87.0,45.73,22.9,1.433,33.37,97
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-25,70.9,133.08,34.4,21.96,1.319,53.94,137
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-26,62.41,126.25,33.68,19.33,1.73,36.46,109
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-27,53.03,116.19,56.51,22.62,1.282,54.37,89
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-28,64.58,115.67,39.43,10.14,1.521,41.6,116
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-29,39.1,72.92,48.74,24.88,1.755,35.94,66
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-30,60.38,104.41,43.39,17.49,1.947,35.01,102
Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-31,51.25,109.21,44.84,21.91,1.368,24.15,86
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-01,57.69,107.35,34.7,14.78,0.816,31.91,96
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-02,64.42,102.41,29.62,10.21,2.054,22.31,116
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-03,59.52,124.12,35.71,19.74,1.55,35.39,99
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-04,42.53,65.95,16.35,19.74,1.491,38.14,71
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-05,53.74,91.45,51.01,19.55,1.642,32.09,90
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-06,37.83,77.75,16.79,23.87,2.188,27.3,64
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-07,31.64,63.61,71.17,12.74,1.415,40.07,54
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-08,54.5,90.09,36.45,16.44,1.545,46.72,91
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-09,39.62,74.02,42.77,20.85,1.45,57.66,67
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-10,46.67,73.25,34.25,16.33,1.057,50.03,78
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-11,29.16,57.11,37.57,9.21,2.008,33.47,49
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-12,38.24,58.61,36.64,25.61,1.432,36.65,64
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-13,62.36,110.21,33.38,14.15,1.731,45.73,109
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-14,67.31,124.0,38.16,17.6,1.231,51.3,125
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-15,25.07,45.5,42.72,27.53,1.686,50.02,42
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-16,48.95,95.13,29.45,13.35,1.743,13.75,82
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-17,61.6,103.73,53.68,17.85,1.655,57.68,106
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-18,54.6,109.52,51.72,19.31,1.704,43.32,91
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-19,60.61,112.25,43.79,6.22,1.234,53.8,103
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-20,46.65,70.87,41.99,23.44,1.778,56.53,78
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-21,68.87,134.59,44.28,24.19,1.337,30.9,130
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-22,22.17,42.7,42.35,19.71,1.297,54.69,37
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-23,42.78,76.1,47.52,20.96,2.116,50.8,72
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-24,27.55,48.95,33.74,25.69,1.35,68.65,46
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-25,48.68,86.23,37.87,20.03,1.249,26.37,82
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-26,30.99,56.39,50.47,14.15,1.496,42.29,53
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-27,42.58,68.8,37.84,10.15,1.91,52.38,72
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-28,27.55,58.95,38.92,7.01,1.345,50.84,46
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-29,68.68,146.02,43.15,11.4,1.51,41.36,130
Nagpur,Maharashtra,West,21.1458,79.0882,2024-04-30,31.03,59.64,43.15,15.16,1.8,33.35,53
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-01,40.83,67.95,50.54,18.62,1.787,58.63,69
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-02,38.88,65.74,44.52,27.44,1.441,39.87,66
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-03,29.05,46.39,62.14,17.93,1.603,35.06,48
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-04,32.53,54.86,22.8,16.71,1.888,46.9,55
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-05,26.71,54.12,62.83,16.82,1.215,46.04,45
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-06,48.56,104.38,49.78,26.46,2.034,41.94,81
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-07,28.2,52.34,38.2,11.12,1.14,28.5,47
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-08,34.69,59.65,50.22,21.59,1.417,52.35,59
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-09,38.71,75.5,43.03,21.32,1.457,46.09,65
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-10,15.27,28.52,59.09,19.65,2.046,47.82,25
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-11,30.34,61.68,63.46,16.68,1.555,51.85,52
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-12,37.48,80.23,41.9,15.66,1.338,58.61,63
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-13,47.81,72.65,43.39,21.58,1.307,41.39,80
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-14,68.71,125.04,52.05,15.14,1.21,29.42,130
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-15,59.09,123.82,38.09,13.69,1.533,52.35,99
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-16,12.09,21.31,59.83,18.14,1.944,44.21,20
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-17,9.6,15.46,31.48,15.96,1.258,31.82,16
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-18,18.62,29.94,36.25,14.49,1.93,30.89,31
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-19,5.0,7.54,44.36,20.61,1.575,45.02,8
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-20,47.14,88.59,41.86,17.55,1.948,60.83,79
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-21,8.37,17.0,43.7,14.73,2.047,43.4,14
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-22,11.12,23.75,46.06,15.57,1.92,45.33,19
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-23,28.17,54.12,41.41,15.74,1.598,35.8,47
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-24,11.41,23.2,31.93,17.78,1.267,34.62,19
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-25,24.1,41.17,59.56,23.24,1.717,32.22,40
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-26,45.73,94.63,34.54,17.69,1.243,29.89,77
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-27,11.56,18.57,32.98,22.75,1.452,42.61,19
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-28,51.69,79.79,54.42,26.47,1.64,37.17,86
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-29,10.37,18.65,37.06,19.45,1.37,52.88,17
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-30,17.11,30.74,42.95,18.58,1.396,29.63,29
Nagpur,Maharashtra,West,21.1458,79.0882,2024-05-31,11.8,23.05,55.21,24.45,1.73,54.61,20
Nagpur,Maharashtra,West,21.1458,79.0882,2024-06-01,27.97,59.28,51.28,23.17,1.947,38.84,47
Nagpur,Maharashtra,West,21.1458,79.0882,2024-06-02,39.05,69.34,47.54,16.7,1.182,54.74,66
Nagpur,Maharashtra,West,21.1458,79.0882,2024-06-03,33.11,53.41,49.48,16.14,1.564,55.59,56
Nagpur,Maharashtra,West,21.1458,79.0882,2024-06-04,10.38,17.97,47.09,12.16,1.529,47.49,17
Nagpur,Maharashtra,West,21.1458,79.0882,2024-06-05,17.99,35.22,46.93,25.34,2.088,54.66,30
Nagpur,Maharashtra,West,21.1458,79.0882,2024-06-06,14.07,29.8,36.07,19.61,1.401,46.88,23
Nagpur,Maharashtra,West,21.1458,79.0882,2024-06-07,32.45,56.45,57.49,23.74,1.635,11.82,55
Nagpur,Maharashtra,West,21.1458,79.0882,2024-06-08,48.45,79.88,48.2,6.13,1.66,36.33,81
